name
Ghanshyam Rohera
Aarya Vinod
Tapan Sinha
Aruna Raje
Sukhmani Lamba
Suyash Joshi
Kishore Khanna
Dhansheel Kumar
Nitin Anand
Vijay Arora
Roopmala
Inayat Mahshar
S.M. Sagar
Ahmad Kabir Shadan
Prithvi Singh
Anwar Mirza
Hemant Sharma
Akshay Loomba
Prince Thakur
Abrar Alvi
Aisha
Seema Kapoor
Amrit
Sonali Khare
Hrishikesh Pandey
Nitin Bose
Jainendra Jigyasu
Apoorva Jha
Lakshminarayan Shastri
Purva Bhawsar
Gauravv K. Chawla
Himanshu Tyagi
Ramkumar Pawadia
Madhuri Bhatia
Bhalchandra Shukla
Tara Sharma
Asha Sharma
Yudhishtir Urs
Shobha Raj
Mrighdeep Lamba
Biswajeet Chatterjee
Gauransh Chauhan
Dhanpat Rai
V. Subba Rao
Manni Boparai
Aditya Patel
Nidhi Subbaiah
A. Kodandarami Reddy
Bhairavi Goswami
Liyaqat Bari
Shankar Mehta
Vikrishnah Batt
Rajiv Chabria
Sushil Vyas
Amar Butala
Shweta Lasure
Sidharth Shukla
Sumit Singh Sikarwar
Aiman
Sapan Narula
A.K. Agnihotri
Rafique
Shankar Mukherjee
Hasrat Lucknowi
Atif Jamil
Murugan V.
Ramesh Thapar
Raza Murad
Farhad Samji
Anvita Dutt
Nusrat Sayyed
Jawahar Kaul
Anant Marathe
Gauri
Irfan
Chaman Puri
Kamini Bhatia
Michalina Olszanska
Puneet Issar
Abhimanyu Tomar
Kumar Jay
Debina Choudhary
Jhuma Biswas
Parijat
Gajendra Ahire
Sandeep Singh
Kirron Arya
Alibail Blackburn
K. Shankar
Drisha More
Laila Khan
Arun K. Pathak
Rupali Guha
Gerson Da Cunha
Jaideep Chopra
Chandra Shekhar Dutta
Arvind Tripathi
Saket
Shabnam
Leela Chitnis
Ravi Rai
Jhanak Shukla
Mohan Joshi
Om Shivpuri
Satyakam Anand
Sharevar Damania
Atul Kaushal
Harish
Vijayeta Kumar
Joe Debroy
Hitha Chandrashekar
Vibhuti Jha
Rahul Singh Chauhan
Ajay Kailash Yadav
Yash Soni
Prasanth Shukla
Mahender Nath
Shivam Tiwari
Babubhai Thakkar
Raashee
Kamal Jain
Sriram
Usha Dutta
Hani Yadav
Amanda Bloom
Umesh Bajpai
Sushant Sahni
Armaan Ralhan
Priyanka Arya
Mahla Nidhi
Prem Soni
Navjot Randhawa
Anita Ayoob
Hari Atma
Minissha Lamba
Rajesh Dubeay
Atif Rashid
Kesariee
Karekar Bhavna
Adi Irani
Sharad Bhutadiya
Anita Chopra
Ellis Dungan
Sadhvi Bhatt
Suyesha Sawant
Karan Malhotra
Yunus Parvez
Tracy Ali
S.J. Suryah
Suraj Tiwari
Jaswinder Kaur
Antara Mali
Manikya Raju
Shahid Gulfam
Arvind Singh
Anjali Vyas
Emma Bunton
Ips Gill
Aikshikha Chaudhary
Saafi Kaur
Masumeh Makhija
A. Jagannathan
Ishita Babbar
Satyajit Sharma
Mir Mohammed Mehroos
Mohit Ahlawat
Vikram Chanpura
Harman Preet Kaur
David Dhawan
Shreeram Dongare
Johny Lever
Deepak Naidu
Jagdish Kanwal
Aroskar
Girija Shankar
Suhasini Mulay
Hasleen Kaur
Pallavi Singh
Ranjit Mallick
Aayat Shaikh
Anu Prabhakar
Sonali Joshi
Harshaali Malhotra
Samarth Chaturvedi
Sanjeev Nanda Mehta
Manoj Pandit
Surbhi Jyoti
Vanisri
Syed Iqbal Ahmed
Akhil Sachdeva
Akash Dhar
Anastasia Fullfina
Milind Dhaimade
Deepans Garge
Sayli Bandkar
Preeti
Mohan Avanthika
Suhas Bhalekar
Paras Sharma
H. Gautam
Purab Kohli
Vierendrra Lalit
Jugal Kishore
Sourabh Arora
Ravi Sudha Choudhary
Reem Shaikh
Salome
Kavi Rajesh
Ashwini Giri
Margarita Terekhova
Aryan Singh
Yugbodh Garewal
Rahul Bairagi
Sahher Bambba
Siddhu
Kumar
Abdul Rashid Kardar
Balraj
Arti Gupta
Raja Krishna
Akansha
Saloni Joshi
Harish Hariaudh
Bedi
Jalees Sherwani
Yogesh Pratap
Daizy Ambalika
Mukesh Hariawala
Prem Sagar Singh
Mandeep Kumar
Anthony Maras
Ravi Jhanghu
Dev Anand
Sanjeev Tiwari
Jitendra Chawda
Edwina
Satish Bhat
Sunil Advani
Anmol Jai
Raiya Sinha
Qasim Khallow
Kamal Haasan
Adeep Singh
Rajni Chandra
Neville Raschid
Shawn Arranha
Rajvirr Singh
Sachin Kamlakar Khot
Vidhi Kasliwal
Dino Morea
Shakuntala
Vinamrata Rai
Kanak Mishra
Sameer Kevin Roy
Sadia Ilyas
Kaizar Khan
Teshi Venkatesh
Ram Menon
Sunder Pal
Gaurav Nanda
Mokhtar Belalia
Raju Srivastava
Farokh Daruwala
Jannat Ansari
Nidhhi Agerwal
P. Lakshman
Veena
Mehnaj
Nutan
Nalini Chonkar
Vikram Gokhale
Catherine Fallows
Rohit Kokate
Santosh Barmola
Sadhu Meher
Brij Katyal
Raja Bundela
Andrea Kevichüsa
Aniket Vishwasrao
Anil Kumar Sharma
Indrajeet Soni
Portha
Devi Sharma
Rajiv Chilakalapudi
Jawed Sheikh
Katiyar King
Anurag Kashyap
Shilpi Arora
Toby Stephens
Radhika Jajodia
Prashant Singh
Amar Kumar
Rajesh Bhatt
Ban Shanker
Pratap
Pratik Rathod
Mitali
Preeti Patel
Megan Raney
Saurabh Sachdeva
Jayalalitha
Uma Khan
Sanjay Malviya
Raju Soni
Star:Anuradha
Udai Bhat
Purnima Maudgil
Lokeshwari Verma
Ratan Kale
Ram Chandra
Vineet Kakkar
Suriya
Ameena
Jitendra Kumar Biswal
Ipshita Chakraborty Singh
Leena
Afreen Sidhu
Anil Baindur
Tulika Banerjee
Ipsita Bhattacharjee
Tamanna
Vinay Hake
Ashok Ghai
Baby Bulbul
Swati Dua
Yagnaseni Jena
Rajan Verma
Navina Bole
S.N. Azhar
Achyut Prashast Singh
Tarakesh Chauhan
Aditya Roy Kapoor
Wesley Lloyd
Kshitee Jog
Naveen Bawa
Alka Sahai
Subbiraj
Aniruddha Roy Chowdhury
Bhani Singh
Tej Sapru
Naazneen Patni
Kettan Singh
Milind Swamy
Charvi Dutta
Ranjan Bhattacharya
Pablo Gonzalez
Sadhana Shivdasani
Frank M. Ahearn
Bela Bose
Sudhanshu Sharma
Rais Amrohi
Samar Roy
Masti Ali
Henry Ian Cusick
Mohan J. Bijlani
Fatima Sheikh
Vandana Asthana
Seerat Ain Alam
Kani Kusruti
Vinay Sapru
Asha Singh
Amin Hajee
Rishabhraj Mehrotra
Ram Maheshwari
Ravindra Mahajani
Dev Gill
Magizh Thirumeni
Ravinder Ravi
Govind Mishra
Sunil Chabbra
A.P. Nagarajan
Uttej
Vivek Malhotra
Babu Kshatriya
Prabhuraj
Karan Deol
Shariq
Nikii Waalia
Suresh Issar
Manisha
Bolu Khosla
Sushma Sharma
Anil Chouhan
Girish Dhamija
Juhi Javed
Ramya Krishnan
Manpreet Dhami
Umar Sharif
Azim Shaikh
Sayalee Phatak
Mahesh Jilowa
Soubin Shahir
Arvind Gaur
Hariom Kalra
Kaysi Mehra
Yusuf Qasmi
Ankit Tripathi
Amrit Patel
Mithila
Prashant
Sara Ali Khan
Meeraj Shah
Manik Dutt
Amrish
Balwant Singh Suri
Pamela Rooks
Armie Hammer
Suraj Anand
Mohan Bhandari
Gautami Kapoor
Dhiraj Bhattacharya
Vijay Jha
Bijon Bhattacharya
Sanjeeva Affrin
Danish Aslam
Maanvi Gagroo
Aasika
Tanvi Gandhi
Manoj Singh
Om Sai Prakash
Barkha
Ninad Kamat
Aaloka
S.M. Zaheer
Shanti Dynamite
Gaurav Sadh
Sammy Jonas Heaney
Shayan Munshi
Zohra
Raju Eswaran
Mushahid Husain Pasha
Kaustav Narayan Niyogi
Rahul
Mridul Raj Anand
Ranjit Tewari
Eeshwar Nivas
Arya Poorti
Ashim Kumar
Hirag Jani
Mangala Kenkre
Jaishankar
Jaya Madhuri
Pooja Saxena
Kailash Surendranath
Aachi Manorama
Aashika
Abhimanue
Tapi Chanakya
Angad Bedi
Gautam Rode
Miki Narahashi
Vishal Mourya
Shyamali
Suzad Iqbal Khan
Vijay K. Bhaskar
Lom Harsh
Master Baby
Chriselle Almeida
Kanchan Adhikari
Rajesh Mittal
Ram Kapoor
Anamika Raj
Yadu Krishnan
Avinash Kumar Singh
Rakesh Prasad
Gyan Kumar
Karim Hajee
Prithvi
Rakhi Sawant
Neelam Kothari
Durai
Leysan Karimova
T.L.V. Prasad
Pooja Rathi
Akshay Dinesh Vaishnav
Raghu Ranganath
Raj Kiran
Munindra
Sheeba Agarwal
Sudheer Reddy
Harsha Chopda
Suparna Marwah
Vibha Singh
Raja Nawathe
Kota Srinivasa Rao
Babu Das
Nushrratt Bharuccha
Viji P. Nair
Premankur Atorthy
Rashid Ahmed
Sweety Chhabra
Ankit Sharma
Jankidas
Pooja Bisht
Shivaji Prabhu
Anand
Mansi Singh
Haider Kazmi
Sahilraj Dewangen
Master Chhotu
Puneet Khanna
Yashaswini Dayama
Prajakt Rebeloma
Roobie
Nawab Shah
Mansoor Ali Khan
Pradeep Nagar
Shakir Shah
Nikita Sharma
Krishan Bhutani
Abhay Kumar
Shabana
Rishabha
Manoylo Svitlana
Trisha Singh
Sahil Garg
Samrat Mukherjee
Anushree Wani
Almaas
Smriti Biswas
Princy Biju
Krishna Bhatt
Ajay Karthik
Subhasish Mukherjee
Inayat Sharma
Bhavna Mali
Shardul Golwalkar
Tanvi Azmi
Seema Azmi
Kabir Virk
Mukesh
Sumeet Raghavan
Kaushik Ghatak
Akhilesh Verma
Maheshwari
Rajlakshmi Devi
Suvinder Vicky
Amrita Acharya
Faryal
Rahul Badesra
Mrinal Sen
Navni Parihar
Ali Haider
Ashok Banthia
Tushar Purwar
Nikunj Rathod
Anant Thakur
Tony
Vinod Kumar
Ashutosh Kaushik
Shashi Ranjan
Saurabh Gulab Rao
Vijayant Kohli
Vishal Acharya
Plabita Borthakur
Vivaan Shah
Manibhai Vyas
Anushka Ranjan
Nadeem Baig
Nitin Gosain
Manoj Malhotra
Swini Khara
Siddharth Kher
Zafar Karachiwala
Jehangir Surti
Shyamal Chaulia
Mohsin Akhtar
Monazir Hasan
Manish Sharma
Vishal Bhandari
Pravas Sarkar
J.V. Somayajulu
Arvind Pandey
Star:Ronit Jadhav
Vicky Hans
Aditya Dhar
Geetika Vidya Ohlyan
Bhavna Pani
A.T. Raghu
Bilal Ahamad Bhagat
Kamal K.M.
Minoo Babbar
Jai Tank
Abhijeet Lahiri
Madhumati
Sonu Saini
Gavin Packard
Kuldip Kaur
Abhishek Gosh
Junior Mithun Chakraborthy
Atish Tripathi
Vijay Chand
Feroz Abbas Khan
Aashim Gulati
Abrar Kasan
Amaresh Banerjee
Star:Wasim Khan
Irrfan Khan
Kiran Soman
Kamini Kaushal
Rajendranath Malhotra
Om Prakash
Madan Sinha
A.R. Zamindar
Ashok Dubey
Sunil Chourasiya
Puru Rajkumar
Aarti Mittal Garg
Soham Maiti
Balli Grover
Modhu Bose
Sardar Talukdar
Rahul Dutta
Vijayakumar
Shabbir Kumar
Brandis
Jaideep Varma
Vijayendra Ghatge
Charan Raj
Irina Kushnareva
Dattaram
Jayant Paranji
Kazuya Tatekabe
Mukesh Acharya
Neha Bam
Vijay B.
Priyadarshini
Gaurav Bajaj
Mohammed Faizal
S.P. Muthuraman
Jasmin Bajwa
Gagansharmaknl
Star:Mahesh Bhatt
Mahesh Thakur
Pranav Singh
Rituparno Ghosh
Neelam Deysarkar
Mumtaz Ali
C.V. Sasikumar
Parvati Menon
Shanta Hublikar
Dinesh Kaushik
Ambarish
Rehman Khan
Deepak Mor
Salim Khan
Ketan Anand
Komal Kothari
Krishnendu Sarkar
Bharat
Pari Choudhury
Lokesh Gorker
Dayashankar Pandey
Chandramani Mishra
Shivam Shetty
Ashitha
Shammi Khan
Ravi Babu
Rajesh Bakshi
Sharifah Amani
Arjun Anand
Aniruddha Parandkar
Vishvam Soni
Sardar Akhtar
Rajan Waghdhare
Anaida
Disha Thakur
Arjun Bagga
Kushan Nandy
Gautam Gulati
Gautam Singh Rajput
Sharmili
Bharat Ganeshpure
Chirag Jani
Master Adil
Deepak Singh
Shraddha Srinath
Ranga B.S.
Angelina Malhotra
Bunty
Saroj Bhagwar
Perena Agarwal
Suhas Sirsat
Dalbir Singh
Meena
Monika
Pranshi Patel
Megastar Maharishi Aazaad
Suhasini
Ruhi Chaturvedi
Snehataak
Kunal Sharma
Venod Mitra
Johny Bakshi
Prakriti Nautiyal
Fairy Priya Ahmed
Priti
Abhishek Chandra
Majeed
Tanay Chheda
Renjini
Sparsh Srivastav
Madhulika Jatolia
Malay Ghosh
Star:Antara Rao
Tondon Tilakdhari
Sheila Kashmiri
Suresh Gopi
Ajay Anand
Arjun Rajput
Harish Raut
Jayati Thakkar
Chitra Shenoy
Sadhana Singh
Rohit Kumar
Veena Kapoor
Adnan Kapadia
Rathi
Durga Sarkar
Geetika Shyam
Rahi Anil Barve
Avneet Kaur Arora
Kushboo
Riyaz Khan
Kalki Koechlin
Sharvari Wagh
Natasa Stankovic
Vandana Chopra
Sohum Shah
Stuti Dwivedi
Pritam Arjun
Jagat Singh
Sujit Guha
Fazal Khan
Dilip Prabhavalkar
Shruti Bapna
Shikha Trivedi
Kainaat Arora
Vikas Bahl
Preet Jitpal
Star:Sil Ritesh
Govind Banerji
Rajiv Thakur
Jerry Lynch
Kalpana Kartik
Nishikant Dixit
Jay Bhanushali
Sudhir Ahuja
Sharique Minhaj
Anup Jain
Kundan
Bahadur
Karan V. Grover
Banjara
Madhu Sharma
Pinky Campbell
Madan Joshi
Alyy Khan
Babu
Jaswant Gangani
Ziyah Vastani
Feroz Chinoy
Abhinav Kashyap
Rajendranath Jolly
Shadaab Khan
Saket Chaudhary
Mratunjay Singh Rathore
B. Thyagarajan
Khushboo Upadhyay
Kapil Kapoor
Elena Kazan
Sunny Sharma
Abhinav Goyal
Debonita Sur
Meena Talpade
Manek Bedi
Sanjay Sharma
Navjot Hansra
Dilip Chitre
Rakhee Gulzar
Goga Kapoor
Aban Raza
Khushi Rajpoot
Sarah Singh
Shahid Khan
Shubhrajyoti Barat
Sammir Dattani
Allan Border
Kajal Chauhan
Vallabaneni Janardhan
Rajesh Ramdev Ram
Neha Baam
Ellora Patnaik
Nidhi Bhardwaj
Neeta Mehta
Nagaraja Bhat
Kunal Singh
V. Prabhakar
Esha Gupta
Pyumori Mehta
Divya Khosla Kumar
Raj Awasti
Jogesh Sehdeva
Anil Bhavnani
Mark Intrieri
Bhaskar
Nikhil Sabharwal
Sameer Chitre
Suraj Sharma
Vivek Oberoi
Sanjay Amar
Bhaveen Gosain
Bhagwati Prasad Mishra
Nitye Sood
Mona Ambegaonkar
Ankit Barot
Diamond Akhtar
Parikshit Sahni
Viral H. Patel
Ragini
Arif Zakaria
Amardeep Jha
Bobby Deol
Karann Nathh
Chandrachur Singh
Rutika
Akriti Singh
Sushant Kandya
Bappa Ray
Dhanashree Mehta
Veena Chaudhary
Vijit Sharma
Swedha Singh
Lee Byford
Anil Mattoo
Pankaj Kalra
Kaushik Roy
Artistaya Arriyawongsa
Amit Buddhiraja
Harryy W. Fernaandes
Nishant Kumar
Pranay Narayan
Rajan Thakur
Beena Bawa
Satomi Kôrogi
Sharmily
Gul Hameed
O.P. Ralhan
Siddant Gupta
Sameer Sippy
Surya Rao
Ravish Pandey
Saroj Khan
Harish Patel
Murad Ali
Saiee Manjrekar
Virumaandi
N.M. Joshi
Prasant Samadhar
Agasthya Shanker
Miss Mehtab
Addy
Mumtaz Shanti
Simla Singh
Akash Soni
Brajesh H. Verma
Neha Bhatt
Annie Zaidi
Jas Arora
Rakesh Singh
Himanshu Antil
Naina Sareen
Neena Chopra
Jagdish Banerjee
Gajendra
Manojkumar
Rama Shukul
Lokesh Kumari Sharma
Akansha Ranjan Kapoor
Jamyang Lodro
Vinod Mukhi
Harnam Singh Rawail
Alpana
Dewan Sharar
Sanjeev
Niharika Singh
Sweta Keswani
Monjoy Joy Mukerji
Ashok Roy
Parth Suri
Debarati Gupta
Neetu Naval Singh
Master Chintu
Tatineni Prasad
Ranjan Bose
Sara Loren
Naman Jain
R K Rehman
Ajay Kashyap
Sushen Bhatnagar
Abrar Qazi
Mohit Ghai
Ashok Kaul
Inshika Bedi
Ritwik Verma
Zeba Anjum Kausar
Ivan Ayr
Priya Choudhury
Richard Derr
Meera Vasudevan
Tillotama Shome
Dr. Vilas Ujawane
Moeen Amjad
Flora Saini
Samruddhi Menge
Manali Chakravarty Aaina
Neelambari
Neha Oberoi
Niraj Sah
Mukri
Gita Guha
Sunil Pal
Kishore Bhargav
Shareeph Mansuri Saranawala
Tom Alter
Parignya Pandya Shah
Ruchira Jadhav
Karan
Sankatha
Rajesh Kamalwar
Malini Kapoor
Ajay Kumar
Ashwath Bhatt
Pradeep Hooda
K. Mishra
Akash Goila
Sonal Mudgal
Chetan Dalvi
Ram Narayan Gabale
Shaun Scott
Saba Azad
Raghu Kunche
Sheena Lakhani
Girish Patel
Rajesh Malik
Arvind Joshi
Nabendu Ghosh
Mithun Rodwittiya
Rakesh Parmaar
Amit Ramesh Rughani
Jesse Randhawa
Master Aziz
Nutan Surya
Rimple Dhindsa
Sushikailash
Krishna Malik
Angira Dhar
Meghna Gulzar
Master Vinayak
Mukesh Fotwani
Raghubeer Singh
Priya Prakash Varrier
Paritosh Painter
Sonia Gill
Farhan
Sandeep Aurora
Ashraf Khan
Anil Rastogi
Mrunmayee Lagoo
Zara Sheikh
Aakash Bhatia
Dhiraj Kumar
Ashwani
Palash Vaswani
Sandip Munde
Priyaank Sharma
Mohit Dutta
Arjun Chakrabarty
Ratna Pathak Shah
Aardra Athalye
Charudatta Bhagwat
Anupam Gahoi
Shrirang Dhhavale
Nilu Gavankar
Babbar Subhash
Pankaj Prakash
Nimisha Vakharia
Leonard Naidu
Ashish Kumar Dubey
Mugdha Godse
Mala Sinha
Vijay Chendoor
Wajid Sheikh
Prabhat Sachdeva
Sonam Morajkar
Star:Ashit Kumar
Karen Elliot
Sudhir Joshi
Hema Sharma
Shashi Malviya
S. Ram Sharma
T.K. Chowdhary
Janardhan Varma
Arti Gaikwad
Jamshedji
Kader Kashmiri
Inder Raj Anand
Amit Misra
Swaraj
Dharmesh Darshan
Amrita Rao
Yazad Anklesaria
Kajal Solanki
Nalan Kumarasamy
Vishwesh Krishnamoorthy
Bashir Qawal
Tunisha Sharma
Saki Shah
Neeraj Vora
Star:Rajeev Khandelwal
Harish Ghera
Nilofer
Dilshad Patel
Chrissy Chambers
Santosh Saroj
Deepak Sareen
Abhi Bhattacharya
Gaurav Arora
Milind Soman
Rahaao
Siddharh Shrivastava
Hadi Abrar
Hafiz Jehan
Yash
Vriddhi Patwa
Shakti Anand
Mayank P. Srivastava
Javed Khan
Jason Matthew Ethier
Shivkumar Subramaniam
Shamim
Hansee Parmar
Shubhanshu Satyadeo
Sidhant Kapur
Kanupriya Sharma
Nissar
Vaishnavi Mahant
M.I. Raj
Sanjay Bhattacharya
Lily Chakravarty
Suha Gezen
Panne Chatterjee
Varsha Usgaonkar
Ranjan
Chandrakanth
Nitya Mehra
Neeta Kulkarni
Pushpendra Nath Misra
Akhilendra Mishra
Dev Kumar
David Jeffries
Seeta
Devika Rani
Sameer Bhatnagar
V.K. Sriraman
Rajesh Sharma
Parsuram
Ajay Verekar
Vijay Gupta
Deviyaani Thakkar
Tina Ahuja
N.K. Ziree
Imran Ahmed Khan
Ajay Sinha
Sayani Gupta
Minar Malhotra
Ritwick Chakraborty
Eliyas Qureshi
Tejaswi Bm
Akanksha Puri
Master Aniket
Raj Nidimoru
Rohit Dwivedi
Upendra
Professor Motee
Mandar Sudhakar Khare
Jimmy Sharma
Dilip Bose
Malvika Arora
Ramakant Rangnath
Marina Libik
Vijay
Aarif Sheikh
Shreeraman
Saroj Bhargava
Soham Singh Wala
Aditi Dixit
Prateek Goyal
Nandita Das
Balaji Gauri
Aditi Khanna
Suhaas Ahuja
R C Talwar
Jayant Desai
S.K. Bhagavan
Saikumar
Jyoti Mishra
Whoopi Goldberg
M J Ramanan
Kunal Shamshere Malla
M.N. Lakshmi Devi
Rajni Basumatary
Shoeb
Khalil
Piyush Panjuani
Dolores Dean
Aishwarya Devan
B.S. Glaad
Sanjay Suri
Vimi
Trisha Nandwani
Anita Kulkarni
Asad Ali Palijo
Moti
Suneeta Sengupta
Mayur Kachhadiya
Monica Gill
Shri Vallabh Vyas
Ayushmann Khurrana
Manik Bedi
Abhishek Jain
Aryan Rajesh
Vadivelu
Narendra Suri
Hussain Kuwajerwala
Vivek Bora
Aparajit Bhattacharjee
J.U. Trivedi
Muskan Sharma
Jhony Nirmal
Meenakshi Sheshadri
Jaswinder Bhalla
Asit Kumar Sen
K. Bikram Singh
Kailash Bhandari
Zaheeda
Priya
Jeena Khan
Akshay Bhagat
Mehak Manwani
Narendra Kumar
Suresh Triveni
Luke Kenny
Sunil Palwal
Aman Khan
Azmat Khwaja
Star:Anil Nagrath
Anurag Kawatra
Shravan Shugan
Mukesh Khanna
Raj Marbros
Ishita Chauhan
Aamir Bashir
Johnny Walker
Raj Hussein
Anshika
Nakul Choudharry
Star:Pooja Nayak
Christeena Biju
Kashvi Grover
Aniket Dhamale
Vineet Khetrapal
Sumit Sinha
R. Chandra
Dhruv Souran
Arfi Lamba
Anu Joseph
Kshitij Sharma
Shekhar Gijare
Surendar Chawdhary
Dhritiman Chatterjee
Prem Prakash
Chandrakant
Kiran Vairale
Harbans
Utkarsh Dev
Rasika Dugal
Vijay Dean
Anuj Sen
Megumi Ohara
Kriti Kharbanda
Meenal Chauhan
M. Ismail
Lakhwinder Shabla
Babita Kapoor
Abhisek Pandey
Barshali Chatterjee
Atul Sabharwal
Guru Swamy
Amyth Sethi
Hassan Nazer
Vishnu Panchal
Kumar Anand
Himanshu Brahmbhatt
Manzoor Hussain
Deepak Chaddha
Snehil Sharma
Urvashi Dholakia
Sheela Vaz
Padmadevi
Krishan Dhawan
Preeti Jhangiani
Chetna Shekhawat
K Sukumar
Dalip Tahil
Zeb Rehman
Mehndi Jamal
Nishanth Sagar
Srishti Gautam
Sheetal Singh
Monis Khan
Aparna Bajpai
Tulsiram Kadam
Sanjay Khanna
Razneesh Ghai
Mohit Chadda
Mahesh Ahir
Sahirr Sethhi
Farrukh Seyer
Rehman Sameer
Swapnesh Sawant
Ting Leung
Karan Dewan
Devyani Cm
K.M. Sundaram
K.S. Ashwath
Madhurjeet Sarghi
Sonnalli Seygall
Lakshmikanth Chenna
Nikkhil Pitaley
Neelam
Amarjeet Amle
Bidisha Adhikari
Pramod Joshi
Ratnaa Sinha
Devendra Mukherjee
Surinder Singh Babb Kamboj
Delnaaz Irani
Bhavana Singh Chauhan
Swati Chauhan
Robin Banerjee
Rajesh Abhay
Faizan Khawaja
Rahul Shanklya
Munshi Khanjar
Raja Bherwani
Baldev Khosa
Preeti Sapru
Shiv Panditt
Salim Diwan
Ajit Chakraborty
Aadi Jain
Padma Khanna
Sapna Awasthi
Sanjay Srivastav
Nana Palsikar
Deepika Chikhalia
Shaleen Bhanot
Sumesh
Aniket Dhawalshankh
Jerico Robert
Naseem Siddiki
Hersh Kinnu
Pramod Pathak
Alfaf Hyder
Neel Arvind
Navin Kumar
Star:Kommineni
Kartik Aaryan
Prashant Pandey
Star:Sanjeev Puri
M.G. Ramachandran
Umesh Mehra
Rajkumar Kohli
Raghu S P
Ameeta
Sphadikam George
Shikhar Kumar
Satya Gopal Bhatnagar
Bhagwat
Prashant Rai
Shlesha Shastry
Ali Murad
Ramesh Rout
Jainendra Baxi
Kolli Pratyagatma
Bhagwan Thakur
Sheila Ramani
Varun Mitra
Asit Sen
Muni Jha
Ashok Chattopadhyay
Bunty Behl
Deepak Dobriyal
Milan Vaidya
Suman Ghosh
Jainendra Jain
Kuldeep Singh
Arun Mathur
Fawad Khan
Irshad Khan
Mahendra Shah
R. Kumar
Willy
Aakash Dahiya
Divya Palat
T.R. Rajakumari
Bhavya Anand
Pavitra Punia
Jennifer Butler
Dhruv Lather
Kuldeep Sharma
Narayan Chauhan
Chetanya Adib
Madhur Mittal
Kulwant Khatra
Satish Chander
Vivek K. Chaudhary
Shirish Kunder
Veerandar Sharma
Rohit Raj
Sandali Sinha
Sangeeth Shobhan
K.K. Makwana
Dilip Gulati
Arvind Kasera
Manik Chatterjee
Kukku Batra
Ratan Kumar
Anoma Pabuwal
Brijendra Kala
Anuj Punj
Anil Grover
Denzil Smith
Sabeeka Imam
Abhiram Bhadkamkar
Mridul Mahendra
Priya Krishnaswamy
Aakshi Khari
Vedant Mahewar
Mahendra Teredesai
Darshan Sabharwal
Yash Chaturvedi
Abu Lala
Aadesh Vishwakarma
Shashi Kapoor
Divya Dutta
Rajan Haksar
Prince
Debatma Mandal
Bharat Mistri
M.F. Hussain
Eklavey Kashyap
Sudha Kongara
Aisha Ahmed
Manmauji
Darshan Jariwala
Gajendra Chauhan
Avinash Tiwary
Benny Mathews
Atul Mahale
Mahananda Gandhi
Kalpesh Chaudhari
Sumita Chatterjee
Sudhish Kumar
Tejeshwar Singh
Dasharat
Master G. Bakre
Avatar
Afrin
Ruslaan Mumtaz
Rattan Bai
Monica Tripathi
Dolly Chawla
Pooja Bhattad
Shibu Mitra
Malvika Bajaj
Anmol Dhillon
Anusaya
Newton Lukka
Master Munna
Priya Gamre
Radharani
Rimple Narula
Sanya Sagar
Manish Tiwary
Bhavesh Kumar
Nadira
Govind Ram
Chandramohan
Yashvi Chhabra
Lovepreet Kaur
Tarun Ghosh
Star:Shabbir Khan
Tushar Jalota
Giresh Naik
Rohit Rajawat
Dada Mirasi
Bhakti Bhansali
Ramesh Tiwari
Rupali Ganguly
Arjan Bajwa
Navneet Behal
Neena Kulkarni
Bipasha
Ramesri
Uttam Pal
Vikas Shukla
Ardeshir Irani
Rohit Shetty
Palash Sen
Adam Saini
Abka Chuliya
Ajay Chourey
Dilip Shukla
Jugraj
Pooja Thakur
Harshita
Madhulagna Das
Sanjay Dayma
Raghu Babu
Mohit Raina
Sachin Pilgaonkar
Anjum Nayar
Rohini
Devi Mukherjee
Geshe Thupten-Phelgyei
Maneesh Sharma
Sarika Singh
Shankar Kulkarni
Zia Sarhadi
Kiran Bir
S. Soni
Satyam Raj
Vikas Bhardwaj
Star:Juhi Chawla
P. Vasu
Vishal Kaushik
Chaitanya Choudhury
Shazid
Adeeth Bhandarre
Rajasekhar
Rajeev Kanakala
Pradeep Verma
Kamran
Bhavani
Tariq Shah
Radhika Rao
Vatsal Seth
Hitesh Bhojraj
Manan Katohora
Premnath Malhotra
Rishi Bhutani
Savin Tuscano
Rumi Khan
Boman Irani
V.K. Prakash
Moti Lal
Jayesh Shah
Jaya Bhattacharya
Yasmeen Khan
Ruhi Singh
Yogeeta Bali
Marina
Madhu Shrikaar
K.S.R. Das
Teddy Maurya
Anoop Kumar
V Devendra Naidu
Sanjay D. Singh
Mink Singh
Rajnikant
Chetana Das
Sarabjeet Bindra
Rajesh Desai
Shakeel S. Saifee
Mukesh Lakhta
Amrinder Singh
Vishakha Singh
Shweta Tripathi
Mikaal
Kiran D Patil
Karan Radhakrishna
O.P. Goyle
Sayyed Iqbal Ahmed
Asmini
Vishvendra Singh
Bhanu Pratap Singh
Krishnadev Yagnik
Anuj Sachdev
Mohit Jain
Master Mithu
Star:Satish Rai
Sathaar
Namrata
Kavita Kapoor
Rishabh Jain
Zaraius Contractor
Siba Mishra
Siddharth Anand
Jasti Hemambar
Raju Shrestha
Akash Mehra
Vijay Borade
Akash Kumar
Rabi Ghosh
